i,similitud,distancia,texto_origen,texto_destino,texto_origen_n,texto_destino_n
195,no_hay_parecido,251,"Con todo, si el impedimento del Presidente electo fuere absoluto o debiere durar indefinidamente, el Vicepresidente, en los diez días siguientes al acuerdo del Senado adoptado en conformidad al artículo 49 N°. 7°., expedirá las órdenes convenientes para que se proceda, dentro del plazo de sesenta días, a nueva elección en la forma prevista por la Constitución y la Ley de Elecciones.","Si expirase el mandato del Presidente de la República en ejercicio antes de la fecha de asunción del Presidente que se elija en conformidad al inciso anterior, se aplicará, en lo pertinente, la norma contenida en el inciso primero del artículo 28.",385,247
196,parecido,28,"Artículo 29.- Si por impedimento temporal, sea por enfermedad, ausencia del territorio u otro grave motivo, el Presidente de la República no pudiere ejercer su cargo, le subrogará, con el título de Vicepresidente de la República, el Ministro titular a quien corresponda de acuerdo con el orden de precedencia legal. A falta de éste, la subrogación corresponderá al Ministro titular que siga en ese orden de precedencia y, a falta de todos ellos, le subrogarán sucesivamente el Presidente del Senado, el Presidente de la Corte Suprema y el Presidente de la Cámara de Diputados.","Artículo 29.- Si por impedimento temporal, sea por enfermedad, ausencia del territorio u otro grave motivo, el Presidente de la República no pudiere ejercer su cargo, le subrogará, con el título de Vicepresidente de la República, el Ministro titular a quien corresponda de acuerdo con el orden de precedencia legal. A falta de éste, la subrogación corresponderá al Ministro titular que siga en ese orden de precedencia y, a falta de todos ellos, le subrogarán sucesivamente el Presidente del Senado, el Presidente de la Cámara de Diputados y el Presidente de la Corte Suprema.",576,576
197,no_hay_parecido,411,"En caso de vacancia del cargo de Presidente de la República, el sucesor será designado por el Senado por mayoría absoluta de sus miembros en ejercicio y durará en el cargo hasta la próxima elección general de parlamentarios, oportunidad en la cual se efectuará una nueva elección presidencial por el período a que se refiere el inciso segundo del artículo 25º. El Senado efectuará la designación dentro de los diez días siguientes a la fecha de vacancia y entre tanto operará la regla de subrogación a que se refiere el inciso anterior. El Presidente así designado no podrá postular como candidato en la elección presidencial siguiente.","Si la vacancia se produjere faltando menos de dos años para la próxima elección presidencial, el Presidente será elegido por el Congreso Pleno por la mayoría absoluta de los senadores y diputados en ejercicio. La elección por el Congreso será hecha dentro de los diez días siguientes a la fecha de la vacancia y el elegido asumirá su cargo dentro de los treinta días siguientes.",636,378
198,completa,0,Artículo 30.- El Presidente cesará en su cargo el mismo día en que se complete su período y le sucederá el recientemente elegido.,Artículo 30.- El Presidente cesará en su cargo el mismo día en que se complete su período y le sucederá el recientemente elegido.,129,129
199,no_hay_parecido,59,"Artículo 31.- El Presidente designado por el Senado o, en su caso, el Vicepresidente de la República tendrá todas las atribuciones que esta Constitución confiere al Presidente de la República, pero no podrá disolver la Cámara de Diputados.","Artículo 31.- El Presidente designado por el Congreso Pleno o, en su caso, el Vicepresidente de la República tendrá todas las atribuciones que esta Constitución confiere al Presidente de la República.",239,200
200,completa,0,Artículo 32.- Son atribuciones especiales del Presidente de la República:,Artículo 32.- Son atribuciones especiales del Presidente de la República:,73,73
201,completa,0,"1º.- Concurrir a la formación de las leyes con arreglo a la Constitución, sancionarlas y promulgarlas;","1º.- Concurrir a la formación de las leyes con arreglo a la Constitución, sancionarlas y promulgarlas;",102,102
202,no_hay_parecido,44,2º.- Convocar al Congreso a legislatura extraordinaria y clausurarla;,4º.- Convocar a plebiscito en los casos del artículo 128;,69,57
203,completa,0,"3º.- Dictar, previa delegación de facultades del Congreso, decretos con fuerza de ley sobre las materias que señala la Constitución;","3º.- Dictar, previa delegación de facultades del Congreso, decretos con fuerza de ley sobre las materias que señala la Constitución;",132,132
204,no_hay_parecido,37,4º.- Convocar a plebiscito en los casos del artículo 117 y del inciso final del artículo 118;,4º.- Convocar a plebiscito en los casos del artículo 128;,93,57
205,no_hay_parecido,112,"5º.- Disolver la Cámara de Diputados por una sola vez durante su período presidencial, sin que pueda ejercer esta atribución en el último año del funcionamiento de ella;",4º.- Resolver las cuestiones que se susciten sobre la constitucionalidad de un decreto con fuerza de ley;,169,105
206,no_hay_parecido,82,"6º.- Designar, en conformidad al artículo 45 de esta Constitución, a los integrantes del Senado que se indican en dicho precepto;",5º.- Declarar los estados de excepción constitucional en los casos y formas que se señalan en esta Constitución;,129,112
207,casi_completa,1,7º.- Declarar los estados de excepción constitucional en los casos y formas que se señalan en esta Constitución;,5º.- Declarar los estados de excepción constitucional en los casos y formas que se señalan en esta Constitución;,112,112
208,casi_completa,2,"8º.- Ejercer la potestad reglamentaria en todas aquellas materias que no sean propia del dominio legal, sin perjuicio de la facultad de dictar los demás reglamentos, decretos e instrucciones que crea convenientes para la ejecución de las leyes;","6º.- Ejercer la potestad reglamentaria en todas aquellas materias que no sean propias del dominio legal, sin perjuicio de la facultad de dictar los demás reglamentos, decretos e instrucciones que crea convenientes para la ejecución de las leyes;",244,245
209,no_hay_parecido,55,"9º.- Nombrar y remover a su voluntad a los ministros de Estado, subsecretarios, intendentes, gobernadores y a los alcaldes de su designación;","7º.- Nombrar y remover a su voluntad a los ministros de Estado, subsecretarios, delegados presidenciales regionales y delegados presidenciales provinciales;",141,156
210,parecido,8,"10º.- Designar a los embajadores y ministros diplomáticos, y a los representantes ante organismos internacionales. Tanto éstos funcionarios como los señalados en el Nº. 9º. precedente, serán de la confianza exclusiva del Presidente de la República y se mantendrán en sus puestos mientras cuenten con ella;","8º.- Designar a los embajadores y ministros diplomáticos, y a los representantes ante organismos internacionales. Tanto estos funcionarios como los señalados en el N° 7° precedente, serán de la confianza exclusiva del Presidente de la República y se mantendrán en sus puestos mientras cuenten con ella;",305,302
